frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,projectile_like_count,attacker_like_count
343,30.867,0.2744,0.76,74.1,364.8,31,9,7,24
344,30.933,0.2793,0.7605,75.42,365.04,31,10,6,25
345,31,0.2868,0.7605,77.42,365.04,33,10,7,26
346,31.067,0.2893,0.76,78.1,364.8,34,10,8,26
347,31.133,0.323,0.761,87.2,365.28,32,10,6,26
348,31.2,0.3296,0.7615,89,365.52,32,10,6,26
349,31.267,0.3337,0.7602,90.11,364.89,33,10,7,26
350,31.333,0.361,0.7604,97.47,365,32,10,6,26
351,31.4,0.3684,0.7604,99.47,365,34,10,8,26
352,31.467,0.3976,0.7614,107.35,365.47,34,9,8,26
353,31.533,0.3995,0.7599,107.86,364.76,34,9,8,26
354,31.6,0.4069,0.7599,109.86,364.76,33,9,7,26
355,31.667,0.4288,0.7598,115.79,364.71,33,9,7,26
356,31.733,0.4436,0.7602,119.77,364.88,33,9,7,26
357,31.8,0.4723,0.7606,127.52,365.09,29,9,3,26
358,31.867,0.4878,0.761,131.7,365.26,32,10,6,26
359,31.933,0.4878,0.7601,131.7,364.87,30,10,4,26
360,32,0.4961,0.7601,133.95,364.86,32,10,6,26
361,32.067,0.4961,0.7601,133.95,364.86,30,10,4,26
362,32.133,0.4961,0.7601,133.95,364.86,33,11,7,26
363,32.2,0.5037,0.7599,136,364.76,30,11,4,26
364,32.267,0.5263,0.76,142.1,364.8,32,12,6,26
365,32.333,0.5424,0.7612,146.45,365.36,30,12,4,26
366,32.4,0.5689,0.7608,153.6,365.16,32,12,6,26
367,32.467,0.5904,0.7617,159.42,365.63,31,12,5,26
368,32.533,0.5922,0.7609,159.89,365.25,30,12,4,26
369,32.6,0.5991,0.7605,161.75,365.04,31,11,5,26
370,32.667,0.6335,0.7608,171.05,365.2,33,11,7,26
371,32.733,0.636,0.7608,171.73,365.19,30,11,4,26
372,32.8,0.6439,0.7599,173.86,364.76,30,11,4,26
373,32.867,0.6578,0.7607,177.6,365.12,31,11,5,26
374,32.933,0.6582,0.76,177.7,364.78,32,12,6,26
375,33,0.6582,0.76,177.7,364.78,32,12,6,26
376,33.067,0.6582,0.76,177.7,364.78,30,12,4,26
377,33.133,0.6582,0.76,177.7,364.78,31,13,5,26
378,33.2,0.6582,0.76,177.7,364.78,31,13,5,26
379,33.267,0.6582,0.76,177.7,364.78,33,14,7,26
380,33.333,0.6582,0.76,177.7,364.78,33,14,7,26
381,33.4,0.6526,0.761,176.21,365.28,31,12,5,26
382,33.467,0.6291,0.7599,169.86,364.76,32,12,6,26
383,33.533,0.6135,0.7609,165.66,365.24,30,12,4,26
384,33.6,0.606,0.7619,163.61,365.72,31,12,5,26
385,33.667,0.6063,0.7599,163.71,364.77,33,14,7,26
386,33.733,0.5989,0.7597,161.7,364.67,32,13,7,25
387,33.8,0.5989,0.7597,161.7,364.67,32,14,7,25
388,33.867,0.5989,0.7597,161.7,364.67,30,11,6,24
389,33.933,0.5909,0.7624,159.56,365.94,30,11,5,25
390,34,0.5909,0.7624,159.56,365.94,32,12,7,25
391,34.067,0.5909,0.7624,159.56,365.94,29,11,4,25
392,34.133,0.6057,0.7621,163.53,365.79,30,11,5,25
393,34.2,0.5982,0.7621,161.53,365.79,33,12,8,25
394,34.267,0.5909,0.7608,159.55,365.19,31,12,6,25
395,34.333,0.5631,0.7605,152.05,365.05,32,12,8,24
396,34.4,0.5559,0.7602,150.11,364.89,32,12,8,24
397,34.467,0.5463,0.7614,147.5,365.48,29,11,6,23
398,34.533,0.5189,0.76,140.1,364.8,34,11,10,24
399,34.6,0.5115,0.76,138.1,364.8,30,11,8,22
400,34.667,0.5115,0.76,138.1,364.8,29,11,7,22
401,34.733,0.5115,0.76,138.1,364.8,28,11,5,23
