frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,rack_region_component_count,active_pressure_component_count,projectile_like_count,attacker_like_count
343,112.867,0.6481,0.8843,174.98,424.47,25,7,17,7,17,8
344,112.933,0.6481,0.8843,174.98,424.47,22,7,15,7,14,8
345,113,0.6481,0.8843,174.98,424.47,27,11,16,11,19,8
346,113.067,0.6481,0.8843,174.98,424.47,25,10,15,10,17,8
347,113.133,0.6481,0.8843,174.98,424.47,20,9,11,9,12,8
348,113.2,0.6481,0.8843,174.98,424.47,26,13,13,13,18,8
349,113.267,0.6481,0.8843,174.98,424.47,22,7,15,7,14,8
350,113.333,0.6481,0.8843,174.98,424.47,21,8,12,8,13,8
351,113.4,0.6481,0.8843,174.98,424.47,18,6,11,6,10,8
352,113.467,0.6481,0.8843,174.98,424.47,20,10,10,10,12,8
353,113.533,0.6481,0.8843,174.98,424.47,26,10,16,10,18,8
354,113.6,0.6481,0.8843,174.98,424.47,23,7,16,7,15,8
355,113.667,0.6481,0.8843,174.98,424.47,22,8,14,8,14,8
356,113.733,0.6481,0.8843,174.98,424.47,26,12,14,12,18,8
357,113.8,0.6481,0.8843,174.98,424.47,22,8,14,8,14,8
358,113.867,0.6481,0.8843,174.98,424.47,19,7,12,7,11,8
359,113.933,0.6481,0.8843,174.98,424.47,21,7,13,7,13,8
360,114,0.6481,0.8843,174.98,424.47,24,10,14,10,16,8
361,114.067,0.6481,0.8843,174.98,424.47,24,8,16,8,16,8
362,114.133,0.6481,0.8843,174.98,424.47,20,6,14,6,12,8
363,114.2,0.6481,0.8843,174.98,424.47,24,9,15,9,16,8
364,114.267,0.6481,0.8843,174.98,424.47,26,9,16,9,18,8
365,114.333,0.6376,0.8847,172.16,424.64,22,6,16,6,14,8
366,114.4,0.6204,0.8836,167.5,424.14,20,6,12,6,12,8
367,114.467,0.6036,0.8843,162.98,424.47,21,6,15,6,13,8
368,114.533,0.5844,0.8841,157.8,424.37,21,7,14,7,13,8
369,114.6,0.5681,0.8835,153.39,424.09,21,8,13,8,13,8
370,114.667,0.5461,0.8838,147.44,424.2,20,7,13,7,12,8
371,114.733,0.5262,0.884,142.07,424.33,24,10,14,10,16,8
372,114.8,0.5093,0.8836,137.5,424.14,25,9,16,9,17,8
373,114.867,0.4923,0.8843,132.92,424.48,19,6,13,6,11,8
374,114.933,0.482,0.8842,130.15,424.42,20,6,13,6,12,8
375,115,0.4818,0.8843,130.08,424.48,19,5,14,5,11,8
