frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,rack_region_component_count,active_pressure_component_count,projectile_like_count,attacker_like_count
294,889.6,0.448,0.8842,120.95,424.42,27,8,18,8,13,14
295,889.667,0.448,0.8842,120.95,424.42,32,13,19,13,19,13
296,889.733,0.448,0.8842,120.95,424.42,28,9,18,9,15,13
297,889.8,0.448,0.8842,120.95,424.42,27,10,16,10,14,13
298,889.867,0.448,0.8842,120.95,424.42,31,12,19,12,18,13
299,889.933,0.448,0.8842,120.95,424.42,34,14,20,14,21,13
300,890,0.448,0.8842,120.95,424.42,34,10,24,10,20,14
301,890.067,0.4504,0.8837,121.62,424.16,33,11,22,11,20,13
302,890.133,0.4702,0.8842,126.95,424.42,34,9,25,9,21,13
303,890.2,0.4725,0.8838,127.57,424.23,38,11,27,11,25,13
304,890.267,0.4725,0.8838,127.57,424.23,33,9,24,9,20,13
305,890.333,0.4725,0.8838,127.57,424.23,32,12,19,12,19,13
306,890.4,0.4725,0.8838,127.57,424.23,31,12,18,12,18,13
307,890.467,0.487,0.8836,131.5,424.14,31,11,20,11,16,15
308,890.533,0.5039,0.8845,136.06,424.56,31,12,18,12,17,14
309,890.6,0.5143,0.8844,138.87,424.51,27,10,17,10,16,11
310,890.667,0.5143,0.8844,138.87,424.51,23,6,17,6,10,13
311,890.733,0.5143,0.8844,138.87,424.51,34,9,25,9,21,13
312,890.8,0.5143,0.8844,138.87,424.51,28,9,18,9,16,12
313,890.867,0.5143,0.8844,138.87,424.51,34,10,23,10,23,11
314,890.933,0.5143,0.8844,138.87,424.51,31,11,20,11,19,12
315,891,0.5261,0.8842,142.05,424.42,31,8,22,8,20,11
316,891.067,0.5315,0.8836,143.5,424.14,30,10,20,10,19,11
317,891.133,0.5315,0.8836,143.5,424.14,31,8,22,8,19,12
318,891.2,0.5459,0.8837,147.38,424.16,24,6,18,6,13,11
319,891.267,0.5486,0.8839,148.13,424.27,35,9,26,9,24,11
320,891.333,0.5486,0.8839,148.13,424.27,26,7,19,7,15,11
321,891.4,0.5486,0.8841,148.12,424.36,37,10,27,10,25,12
322,891.467,0.5486,0.8841,148.12,424.36,42,10,30,10,30,12
323,891.533,0.5486,0.8841,148.12,424.36,25,6,17,6,15,10
324,891.6,0.5486,0.8841,148.12,424.36,24,7,14,7,14,10
325,891.667,0.5486,0.8841,148.12,424.36,23,8,15,8,13,10
326,891.733,0.5486,0.8841,148.12,424.36,21,7,14,7,10,11
327,891.8,0.5486,0.8841,148.12,424.36,32,13,17,13,22,10
328,891.867,0.5369,0.8842,144.95,424.42,27,11,16,11,17,10
329,891.933,0.5169,0.8838,139.57,424.23,23,6,16,6,13,10
330,892,0.5016,0.8838,135.43,424.23,29,8,19,8,19,10
331,892.067,0.4817,0.8845,130.06,424.56,26,10,16,10,16,10
332,892.133,0.4648,0.8836,125.5,424.14,24,8,15,8,14,10
333,892.2,0.4595,0.884,124.07,424.33,24,9,14,9,14,10
334,892.267,0.4594,0.8842,124.05,424.42,30,14,14,14,20,10
335,892.333,0.4594,0.8842,124.05,424.42,30,14,14,14,21,9
336,892.4,0.4594,0.8842,124.05,424.42,24,11,13,11,15,9
337,892.467,0.4594,0.8842,124.05,424.42,23,8,15,8,13,10
338,892.533,0.4594,0.8842,124.05,424.42,27,9,18,9,18,9
339,892.6,0.4594,0.8842,124.05,424.42,21,7,14,7,12,9
340,892.667,0.4594,0.8842,124.05,424.42,17,8,9,8,8,9
341,892.733,0.4727,0.8837,127.62,424.16,31,12,19,12,17,14
342,892.8,0.4924,0.8842,132.95,424.42,31,13,18,13,17,14
343,892.867,0.5093,0.8836,137.5,424.14,41,15,23,15,26,15
344,892.933,0.5261,0.8842,142.05,424.42,41,10,24,10,27,14
345,893,0.4575,0.6728,123.54,322.93,30,8,21,8,17,13
346,893.067,0.5366,0.8841,144.88,424.36,35,11,23,11,22,13
347,893.133,0.5315,0.8836,143.5,424.14,30,10,20,10,16,14
348,893.2,0.5146,0.8842,138.95,424.42,28,11,16,11,14,14
349,893.267,0.5093,0.7379,137.5,354.19,30,11,19,11,17,13
350,893.333,0.5229,0.7608,141.19,365.17,33,12,21,12,20,13
351,893.4,0.5315,0.8836,143.5,424.14,38,13,24,13,25,13
352,893.467,0.5093,0.8836,137.5,424.14,30,10,20,10,16,14
353,893.533,0.4924,0.8842,132.95,424.42,30,13,17,13,18,12
354,893.6,0.4725,0.8838,127.57,424.23,29,11,17,11,17,12
355,893.667,0.4725,0.8838,127.57,424.23,32,17,15,17,20,12
356,893.733,0.4725,0.8838,127.57,424.23,29,12,16,12,17,12
357,893.8,0.3625,0.6383,97.88,306.39,26,9,16,9,15,11
358,893.867,0.3413,0.6535,92.16,313.68,27,10,16,10,16,11
359,893.933,0.3229,0.6692,87.19,321.21,29,11,16,11,18,11
360,894,0.3065,0.6846,82.76,328.63,27,10,17,10,15,12
361,894.067,0.2868,0.6995,77.44,335.78,27,12,15,12,15,12
362,894.133,0.2683,0.7155,72.45,343.43,32,14,18,14,20,12
363,894.2,0.2561,0.7356,69.14,353.08,33,15,17,15,21,12
364,894.267,0.2383,0.7594,64.34,364.52,31,11,19,11,18,13
365,894.333,0.3365,0.8848,90.87,424.68,33,10,23,10,20,13
366,894.4,0.2177,0.8059,58.78,386.81,33,11,21,11,20,13
367,894.467,0.2063,0.829,55.71,397.9,35,14,20,14,22,13
368,894.533,0.1979,0.8528,53.44,409.36,29,10,18,10,15,14
369,894.6,0.3358,0.8844,90.66,424.52,27,13,14,13,14,13
370,894.667,0.3533,0.8838,95.39,424.2,31,14,17,14,18,13
371,894.733,0.3706,0.8842,100.07,424.41,31,15,16,15,19,12
372,894.8,0.3903,0.8839,105.38,424.25,29,9,20,9,17,12
373,894.867,0.4057,0.8836,109.55,424.13,26,7,19,7,14,12
374,894.933,0.4253,0.8844,114.82,424.49,25,8,17,8,13,12
375,895,0.4428,0.8835,119.56,424.07,31,11,20,11,19,12
376,895.067,0.4428,0.8835,119.56,424.07,23,6,17,6,11,12
377,895.133,0.4206,0.8835,113.56,424.07,31,9,22,9,19,12
378,895.2,0.4031,0.8847,108.84,424.64,36,11,24,11,23,13
379,895.267,0.3837,0.8835,103.61,424.09,28,5,22,5,15,13
380,895.333,0.368,0.884,99.35,424.33,32,9,23,9,19,13
381,895.4,0.3482,0.8843,94.02,424.47,36,11,25,11,23,13
382,895.467,0.3391,0.8834,91.56,424.04,33,14,19,14,20,13
383,895.533,0.3391,0.8834,91.56,424.04,30,9,20,9,17,13
384,895.6,0.3389,0.8837,91.51,424.16,30,9,20,9,17,13
385,895.667,0.3389,0.8837,91.51,424.16,30,12,17,12,17,13
386,895.733,0.3389,0.8837,91.51,424.16,33,12,19,12,20,13
387,895.8,0.3389,0.8837,91.51,424.16,33,10,20,10,18,15
388,895.867,0.3389,0.8837,91.51,424.16,33,13,19,13,20,13
389,895.933,0.3389,0.8837,91.51,424.16,35,13,21,13,21,14
390,896,0.3389,0.8837,91.51,424.16,35,13,20,13,22,13
391,896.067,0.3444,0.8843,92.98,424.47,32,13,19,13,19,13
392,896.133,0.3615,0.8835,97.61,424.09,28,13,14,13,17,11
393,896.2,0.3809,0.8847,102.84,424.64,23,12,11,12,13,10
394,896.267,0.3984,0.8833,107.57,423.98,34,18,16,18,24,10
395,896.333,0.415,0.8842,112.05,424.42,29,9,19,9,19,10
396,896.4,0.4348,0.884,117.4,424.31,33,9,22,9,23,10
397,896.467,0.4348,0.884,117.4,424.31,26,11,14,11,17,9
398,896.533,0.448,0.8842,120.95,424.42,24,14,10,14,15,9
399,896.6,0.4648,0.8836,125.5,424.14,27,17,8,17,18,9
400,896.667,0.4817,0.8845,130.06,424.56,24,14,7,14,16,8
401,896.733,0.5016,0.8837,135.44,424.16,24,16,8,16,15,9
402,896.8,0.5236,0.8837,141.38,424.16,31,16,14,16,23,8
403,896.867,0.5366,0.8841,144.88,424.36,29,14,14,14,20,9
404,896.933,0.1616,0.7118,43.63,341.66,26,16,10,16,16,10
405,897,0.1878,0.7284,50.71,349.62,24,11,13,11,15,9
406,897.067,0.2146,0.743,57.94,356.64,23,13,10,13,14,9
407,897.133,0.2461,0.7586,66.45,364.11,23,13,10,13,13,10
408,897.2,0.2775,0.7834,74.92,376.03,26,12,14,12,17,9
409,897.267,0.3134,0.8054,84.62,386.58,25,13,11,13,16,9
410,897.333,0.5143,0.8842,138.85,424.42,31,13,16,13,22,9
411,897.4,0.5089,0.6169,137.41,296.1,22,10,12,10,14,8
412,897.467,0.5489,0.884,148.19,424.31,20,12,8,12,12,8
413,897.533,0.4925,0.6476,132.96,310.85,24,10,14,10,16,8
414,897.6,0.4795,0.6648,129.45,319.13,22,14,8,14,15,7
415,897.667,0.4659,0.6805,125.8,326.65,19,8,10,8,12,7
416,897.733,0.4551,0.6971,122.88,334.6,22,8,14,8,15,7
417,897.8,0.4439,0.7136,119.85,342.54,21,10,11,10,14,7
418,897.867,0.6283,0.884,169.65,424.33,30,10,19,10,22,8
419,897.933,0.4185,0.752,112.98,360.97,25,9,15,9,17,8
420,898,0.4043,0.7762,109.17,372.6,20,8,12,8,12,8
421,898.067,0.3912,0.7997,105.63,383.84,25,6,19,6,16,9
422,898.133,0.3791,0.8196,102.36,393.39,20,6,14,6,11,9
423,898.2,0.6206,0.8837,167.56,424.16,23,9,14,9,14,9
424,898.267,0.6036,0.8843,162.98,424.47,22,6,16,6,12,10
425,898.333,0.3385,0.8905,91.39,427.42,21,8,13,8,12,9
426,898.4,0.5981,0.8836,161.5,424.14,27,9,17,9,19,8
427,898.467,0.5981,0.8836,161.5,424.14,22,10,12,10,14,8
428,898.533,0.5981,0.8836,161.5,424.14,20,11,9,11,12,8
429,898.6,0.5981,0.8836,161.5,424.14,22,12,10,12,14,8
430,898.667,0.5981,0.8836,161.5,424.14,21,10,11,10,13,8
431,898.733,0.5981,0.8836,161.5,424.14,18,8,10,8,10,8
432,898.8,0.5981,0.8836,161.5,424.14,24,9,15,9,16,8
433,898.867,0.5981,0.8836,161.5,424.14,23,9,14,9,14,9
434,898.933,0.5981,0.8836,161.5,424.14,28,9,19,9,18,10
435,899,0.5981,0.8836,161.5,424.14,23,10,12,10,14,9
436,899.067,0.5933,0.8848,160.2,424.7,23,9,14,9,13,10
437,899.133,0.5762,0.8837,155.56,424.16,23,9,14,9,14,9
438,899.2,0.5591,0.8842,150.95,424.42,26,9,17,9,17,9
439,899.267,0.5394,0.8837,145.64,424.17,20,7,13,7,11,9
440,899.333,0.5394,0.8837,145.64,424.17,21,7,13,7,12,9
441,899.4,0.5394,0.8837,145.64,424.17,27,10,16,10,18,9
442,899.467,0.5394,0.8837,145.64,424.17,26,11,15,11,17,9
443,899.533,0.5394,0.8837,145.64,424.17,25,12,13,12,16,9
444,899.6,0.5394,0.8837,145.64,424.17,22,10,11,10,13,9
445,899.667,0.5369,0.8842,144.95,424.42,27,11,15,11,17,10
446,899.733,0.5171,0.8837,139.62,424.16,25,11,14,11,16,9
447,899.8,0.5014,0.8837,135.38,424.16,20,8,12,8,11,9
448,899.867,0.482,0.8845,130.14,424.57,21,6,15,6,12,9
449,899.933,0.4648,0.8836,125.5,424.14,23,8,13,8,14,9
450,900,0.448,0.8842,120.95,424.42,32,11,18,11,22,10
451,900.067,0.4251,0.8841,114.79,424.39,29,12,16,12,21,8
452,900.133,0.406,0.8835,109.61,424.09,29,10,19,10,21,8
453,900.2,0.3899,0.8841,105.27,424.35,26,9,17,9,18,8
454,900.267,0.3704,0.8843,100.02,424.47,19,8,11,8,11,8
455,900.333,0.3535,0.8835,95.45,424.07,19,7,10,7,11,8
456,900.4,0.3364,0.8842,90.82,424.43,24,10,12,10,16,8
457,900.467,0.3169,0.8837,85.56,424.16,27,14,12,14,18,9
458,900.533,0.3003,0.8754,81.08,420.17,40,26,14,26,27,13
459,900.6,0.3002,0.8752,81.04,420.1,29,18,11,17,18,11
460,900.667,0.9111,0.6879,246,330.17,37,22,15,22,24,13
461,900.733,0.879,0.7036,237.34,337.74,39,24,15,24,26,13
462,900.8,0.8389,0.7195,226.5,345.37,34,23,11,23,21,13
463,900.867,0.2897,0.8455,78.23,405.82,26,15,11,14,17,9
464,900.933,0.2897,0.8455,78.23,405.82,28,15,13,14,19,9
465,901,0.2929,0.8773,79.07,421.1,28,14,13,13,19,9
